date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:08:41	17468/17468	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:14:12%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/resume.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/resume.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:41	15914/15914	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:54%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:42	15912/15912	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:10%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-2-columns.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-2-columns.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:42	15913/15913	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:28%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-4-columns.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-4-columns.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:42	15913/15913	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:46%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-5-columns.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-5-columns.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:42	14028/14028	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:15:22%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/blog.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/blog.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:43	14030/14030	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:08%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/blog-3-columns.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/blog-3-columns.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:43	11663/11663	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:16%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/contact.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/contact.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:43	14072/14072	---M--	200	added ('OK')	image/jpeg	etag:%225e89a658-36f8%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/testimonials/testimonial-1.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/testimonials/testimonial-1.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:44	13431/13431	---M--	200	added ('OK')	image/jpeg	etag:%225e89a65c-3477%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/testimonials/testimonial-2.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/testimonials/testimonial-2.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:44	219889/219889	---M--	200	added ('OK')	image/jpeg	etag:%225e85d51a-35af1%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/main_photo.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/main_photo.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:44	18623/18623	---M--	200	added ('OK')	image/jpeg	etag:%225e89a660-48bf%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/testimonials/testimonial-3.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/testimonials/testimonial-3.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:45	2783/2783	---M--	200	added ('OK')	image/png	etag:%225e4e4896-adf%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-1.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-1.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:45	2295/2295	---M--	200	added ('OK')	image/png	etag:%225e4e48a0-8f7%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-2.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-2.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:45	3079/3079	---M--	200	added ('OK')	image/png	etag:%225e4e48a4-c07%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-3.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-3.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:46	2528/2528	---M--	200	added ('OK')	image/png	etag:%225e4e48aa-9e0%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-4.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-4.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:46	2808/2808	---M--	200	added ('OK')	image/png	etag:%225e4e48b6-af8%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-5.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-5.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:47	1500/1500	---M--	200	added ('OK')	image/png	etag:%225e4e48b2-5dc%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-6.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-6.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:47	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e48bc-84d%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-7.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/clients/client-7.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:47	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery-2.1.3.min.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:48	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/imagesloaded.pkgd.min.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:48	850/850	---MC-	200	added ('OK')	text/javascript	date:Thu,%2029%20Dec%202022%2009:08:47%20GMT	https://www.google.com/recaptcha/api.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:48	60010/60010	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddfcdf0-ea6a%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/bootstrap.min.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/bootstrap.min.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:48	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery.shuffle.min.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:49	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/masonry.pkgd.min.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:49	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/owl.carousel.min.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/owl.carousel.min.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:49	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery.magnific-popup.min.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:50	7350/7350	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery.googlemap.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/jquery.googlemap.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:50	9046/9046	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/validator.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/validator.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:50	6116/6116	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e9ec494-17e4%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/js/main.js	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/js/main.js	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/index.html)
16:08:50	601/601	---MC-	302	error ('Found')	text/html	date:Thu,%2029%20Dec%202022%2009:08:50%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/css/owl.video.play.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/css/owl.video.play.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/css/owl.carousel.css)
16:08:51	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/css/fonts/linear-icons-font/style.css	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/css/main.css)
16:08:51	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/css/main.css)
16:08:52	150363/150363	---MCZ	200	added ('OK')	text/css	etag:W/%225e85cc90-24daf%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/css/fonts/linecons/style.css	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/css/fonts/linecons/style.css	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/css/main.css)
16:08:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Dec%202022%2009:08:51%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.2c.delayed	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/resume.html)
16:08:54	49371/49371	---M--	200	added ('OK')	image/png	etag:%225e85d428-c0db%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/main_bg.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/main_bg.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/css/main.css)
16:08:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Dec%202022%2009:08:53%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/resume.html)
16:08:55	19247/19247	---M--	200	added ('OK')	image/jpeg	etag:%225dedf95f-4b2f%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/resume.html)
16:08:55	1592/1592	---M--	200	added ('OK')	image/png	etag:%225dee27e9-638%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/resume.html)
16:08:55	18433/18433	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-4801%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/1.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/1.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:56	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:44%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-project-2.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-project-2.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:56	24157/24157	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-5e5d%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/2.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/2.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:56	40105/40105	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-9ca9%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/3.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/3.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:57	152865/152865	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-25521%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/full/3.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:57	43473/43473	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-a9d1%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/4.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/4.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:57	44915/44915	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-af73%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/5.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/5.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:58	41607/41607	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-a287%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/6.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/6.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:58	26167/26167	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-6637%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/7.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/7.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:59	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:28%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-project-1.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/portfolio-project-1.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:59	38446/38446	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-962e%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/8.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/8.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:08:59	38685/38685	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-971d%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/9.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/9.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:09:00	146586/146586	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-23c9a%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/full/5.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/portfolio.html)
16:09:00	13673/13673	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202020%2018:16:22%20GMT	https://lmpixels.com/demo/leven-html-new/full-width-dark/blog-post-1.html	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/blog-post-1.html	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/blog.html)
16:09:00	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-aca1%22	https://lmpixels.com/demo/leven-html-new/full-width-dark/img/blog/blog_post_1.jpg	D:/XI%20RPL/XI%20RPL%20SEM%201/Etika%20profesi%20dan%20kebudiluhuran/templatecv/lmpixels.com/demo/leven-html-new/full-width-dark/img/blog/blog_post_1.jpg	(from https://lmpixels.com/demo/leven-html-new/full-width-dark/blog.html)
